@relation Hand-based-all-weka.filters.unsupervised.attribute.Remove-R32-97

@attribute Sigdist numeric
@attribute AVXV numeric
@attribute AYXV numeric
@attribute VEL1Y numeric
@attribute VEL1X numeric
@attribute VEL4X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VeLXZero numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
2034.49216,0.094663,-0.001324,0.44729,0.138627,-1.690867,269.640455,-0.160114,-0.146189,0.12051,-0.000853,0.281834,9.342046,2036.73376,218.01795,21.492,32,26,0.512858,1216.485176,776.680244,864633732.809805,9.342046,21492,145,-16562,-4930,-11499,-9977,17,17,100
1709.65555,0.089045,-0.006873,0.501237,0.013244,-1.471396,77.073773,-0.131068,-0.090739,0.102899,-0.004325,0.089986,10.036876,1993.55853,198.6234,19.2,39,20,0.603186,1220.990348,832.693103,729430046.240496,10.036876,19200,153,-14190,-5010,-10075,-9108,16,16,100
1569.21469,0.087651,-0.007714,0,0.015191,-1.401593,0,-0.00443,0.026581,0.038717,0,-0.498547,6.523572,1784.01802,273.47259,17.903,41,29,0.66073,871.89092,722.566663,365732480.74928,6.523572,17903,190,-9418,-8485,-8469,-9417,0,16,101
1610.7328,0.103199,-0.011564,0,0,-3.137112,24.833699,-0.064973,0.113702,0,0,0.936544,2.139845,2057.3704,961.4579,15.608,31,30,0.69448,903.346867,747.91242,331306551.401692,2.139845,15608,170,-9154,-6454,-8039,-7552,7,7,101
1780.31444,0.113656,-0.01283,0.004112,0.004757,-3.877942,0,-0.360309,-0.073834,0.001644,-0.00009,0.958274,2.011934,1987.51588,987.8634,15.664,38,28,0.704091,1003.838441,770.491909,368876636.380672,2.011934,15664,164,-9130,-6534,-7585,-8062,112,0,101
1520.97204,0.005691,-0.0017,0.000385,-0.000085,-77.472969,0,-0.360309,-0.073834,0.000082,-0.000012,0.958262,1.731154,1987.51588,1148.08738,27.255,42,30,0.699846,1008.238125,767.934211,375099739.339189,1.731154,267255,166,-260588,-6667,-259143,-8096,112,0,102
613.12523,0.035736,-0.015922,-0.076763,0.144118,0.192849,82.922573,0.600358,-0.132544,0.009171,-0.004637,-0.640038,5.010436,2113.43523,421.80664,17.157,22,21,0.415358,1284.432232,790.9648,328426779.795505,5.010436,17157,119,-12068,-5089,-6330,-10810,7,7,102
2008.08007,0.146085,-0.007905,-0.338236,0.144279,0.226022,155.879187,0.10829,-0.617252,0.03658,-0.003819,-0.63262,5.705943,2008.08007,351.92784,13.746,22,19,0.342433,1228.647711,686.569503,264609002.578241,5.705943,13746,108,-10126,-3620,-6191,-7539,7,7,102
-550.69701,-0.021903,0.009244,0.012784,0,26.177295,0,0.116155,0.106509,0,0.000285,-0.003497,3.908516,1509.08142,386.10085,25.143,71,42,0.378536,778.999832,238.952073,449010528.666858,3.908516,25143,168,-21860,-3283,-12354,-12772,8,8,103
26.3631,0.003067,0.011552,-0.000358,-0.40336,-467.477388,0,0.26392,81,0.0045,0.000143,-0.003593,3.911457,669.94483,171.27756,8.595,31,24,0.479334,412.088051,273.333542,37742160.159404,3.911457,8595,70,-5773,-2822,-4306,-4273,17,17,103
33.86215,0.004779,0.008402,0.015359,0.038573,-422.789985,0,-2.205551,23.142857,0.006439,0.000363,-0.004718,3.351283,680.47055,203.04777,7.085,22,12,0.476276,488.390666,336.836797,27053220.510189,3.351283,7085,50,-4725,-2360,-3816,-3252,17,17,103
1618.52974,0.0754,0.004499,0,0,0.17466,0,0.031532,-0.028665,0,0,-0.124941,11.39219,1631.00474,143.16867,21.466,75,49,0.675193,1040.392427,200.239864,577635375.126859,11.39219,21466,164,-21466,0,-10764,-10685,0,15,104
1717.06254,0.094844,0.00899,0.398143,0.197087,-0.570662,-10.836471,-0.054145,-0.097459,0.120804,0.0074,-0.092172,8.707789,1736.35985,199.40306,18.104,56,37,0.637112,1107.302321,213.508377,428115020.773911,8.707789,18104,155,-18104,0,-8173,-9915,17,17,104
1810.62475,0.101175,0.010777,0.430358,-0.254543,-0.674012,0.159653,-0.068224,0.102333,0.107005,0.006782,-0.116732,7.765227,1833.72312,236.14545,17.896,39,30,0.645922,1217.944516,240.768739,385831511.308994,7.765227,17896,137,-17896,0,-7492,-10388,17,17,104
1423.4134,0.095988,0.009918,0.539326,-0.04706,-2.367836,-6.044096,-0.227408,-0.059975,0.028156,0.00389,-0.423458,6.272737,1461.71545,233.02673,14.829,65,47,0.377729,1003.58957,238.537298,197517519.891553,6.272737,14829,173,-14829,0,-6691,-8121,7,7,105
1445.14722,0.118972,0.007333,-0.305117,0.123771,-2.393582,-84.256267,-0.284885,-0.209914,0.067843,0.002849,-0.566905,5.374184,1450.31263,269.86658,12.147,35,32,0.44648,999.781937,332.74407,147028167.547703,5.374184,12147,130,-11785,-362,-5775,-6356,7,7,105
1484.22899,0.12982,0.006538,-0.086078,-0.013853,-0.230833,-69.742909,-0.029988,0.034985,0.069244,0.001678,-0.650255,6.052866,1485.39851,245.40417,11.433,34,29,0.463784,1031.874993,339.698593,141331248.013921,6.052866,11433,133,-11044,-389,-5617,-5782,0,8,105
2300.69045,0.190849,-0.008105,0,0,0.98435,0,0.550785,-0.979473,0.049256,0,-0.165011,7.393212,2300.69045,311.18956,12.055,31,28,0.599101,1739.515897,501.742398,118103104.30278,7.393212,12055,111,-11606,-449,-5684,-6338,393,393,106
2278.974735,0.167596,0.016399,-0.006841,0.038043,0.977596,0,2.620853,-0.359287,0.037402,0.000203,-0.061636,5.97261,2278.974735,381.57102,13.598,32,31,0.616598,1593.46277,499.212459,137684484.132044,5.97261,13598,112,-13218,-380,-6843,-6738,7,7,106
1553.03624,0.119529,0.008341,-0.054123,0.013085,-10.811089,0.227195,0.01271,0.021187,0.027888,0.002282,-0.228118,5.1172,1749.517,341.88948,12.993,28,23,0.640434,1378.134477,430.00422,132209531.029977,5.1172,12993,109,-12993,0,-5640,-7319,7,7,106
1655.46736,0.048679,0.001579,0.217332,0.045662,-1.25103,-14.23921,0.012495,-0.02249,0.041228,0.001565,0.105598,12.166988,1726.51624,141.9017,34.008,155,103,0.65542,877.107833,1289.350944,1650005441.49651,12.166988,34008,256,-10311,-23697,-17860,-16116,17,0,107
1865.98249,0.065033,0.002884,-0.122261,-0.016043,-1.063026,0,-0.04873,0.008861,0.030339,0.002321,0.036665,11.83962,1926.99286,162.758,28.693,105,84,0.629314,912.005738,1294.126054,1359773741.17919,11.83962,28693,217,-8344,-20349,-12975,-15701,0,0,107
1809.26035,0.067354,0.001179,-0.442241,0.262137,-1.22406,-36.607293,-0.00886,-0.00974,0.057046,0.000778,0.142781,10.357176,1868.41898,180.3985,26.862,87,58,0.582153,968.921327,1289.869256,906589413.004592,10.357176,26862,195,-6760,-20102,-12007,-14838,0,0,107
923.7572,0.032085,0.024807,-0.042765,0.135908,-7.130693,0,0.248562,0.135183,0.052812,0.013401,-0.078558,1.761822,1406.845135,798.5173,28.791,104,87,0.519485,739.573784,1262.478206,414271396.116947,1.761822,28791,183,-3222,-25569,-10720,-18055,0,0,108
1453.72372,0.063802,0.001035,0.24312,0.046346,-1.163441,-174.801485,-0.074256,-0.181005,0.019845,0.001124,-0.014142,11.913964,1456.06269,122.2148,22.785,84,77,0.503438,691.204611,1277.056445,489547807.584678,11.913964,22785,176,-2539,-20246,-11768,-10951,8,0,108
1605.95729,0.080242,0.001977,0.40671,-0.010467,-1.040712,-22.879503,-0.083538,-0.04525,0.068972,0.002537,-0.117559,13.623873,1609.270945,118.1214,20.014,70,61,0.545295,787.809325,1276.064105,424332521.560439,13.623873,20014,159,-3942,-16072,-9641,-10356,0,0,108
657.88595,0.03383,0.025032,-0.00775,0.055729,-8.64834,-2.462302,-0.251524,-0.061662,0.018277,0.000464,-0.177405,2.639578,1327.41465,502.88895,19.447,37,36,0.399486,683.980281,1211.890803,176640865.235474,2.639578,19447,121,-2130,-17317,-10979,-8451,7,0,109
843.8065,0.046107,0.026082,-0.054304,0.023852,-12.146902,0,-0.128233,0.207626,0.01642,0.00145,-0.076282,3.162162,1573.50105,497.6029,18.301,32,32,0.396657,681.213423,1278.132809,183819651.349002,3.162162,18301,122,-1555,-16746,-10719,-7565,0,0,109
868.21254,0.05741,0.028972,-0.038578,0.158674,-14.836097,0,-0.306272,6.626678,0.027815,0.0034,-0.151435,3.519627,1586.08669,450.6405,15.123,33,28,0.416195,723.609943,1296.635451,168282707.402407,3.519627,15123,127,-2237,-12886,-8181,-6909,0,0,109
962.71674,0.043491,0.023639,0.155158,0.034925,-5.44157,-1.212243,-0.011466,-0.028665,0.014879,0.007033,-0.090771,3.434969,2274.44022,662.14293,22.136,44,35,0.512726,1060.492385,662.319755,824083624.171473,3.434969,22136,155,-15801,-6335,-7893,-14226,0,7,110
1137.75614,0.07614,0.032069,0.090113,0.267454,-2.584787,-14.849669,0.443987,-0.476473,0.038854,0.007005,-0.025498,2.690728,1865.300296,693.2326,14.943,19,18,0.622433,833.270484,689.088473,286041696.315393,2.690728,14943,101,-9806,-5137,-4269,-10657,16,16,110
2275.9996,0.178538,0.01899,-0.516216,0.273438,-3.373786,-35.90759,0.374848,-0.682223,0.108184,0.007816,-0.115218,6.777678,2409.033445,355.4364,12.748,26,18,0.633283,1174.548346,709.820615,316280010.635812,6.777678,12748,99,-8497,-4251,-6483,-6249,17,17,110
32.8877,0.002594,-0.038406,0.006901,-0.212225,-181.575043,21.939981,-0.456363,-0.474467,0.001496,-0.001186,0.042429,1.852735,1127.32783,608.46688,12.677,44,33,0.392125,1070.492509,482.6582,56958251.164604,1.852735,12677,112,-12643,-34,-8005,-4655,8,8,111
-116.9324,-0.014011,-0.065862,-0.047589,-0.018498,141.506027,0,-0.208283,-0.45562,-0.01097,-0.012263,0.201551,1.165403,915.6228,785.67038,8.346,49,45,0.424879,891.038264,390.003149,31477859.711476,1.165403,8346,132,-8346,0,-3658,-4672,0,16,111
60.0642,0.005224,-0.033693,0,0,-123.666257,15.96476,-0.564659,-0.538269,0,0,-0.010501,1.526542,948.68246,621.45862,11.497,41,41,0.392385,1032.791496,479.95711,36964576.237852,1.526542,11497,121,-11497,0,-6266,-5193,8,8,111
1023.9902,0.07694,-0.037392,0.125084,-0.092139,-4.151732,0,0.146195,-0.58187,0.008143,-0.005591,-0.438835,1.877019,1528.5736,814.3625,13.309,35,28,0.38435,1191.165782,698.515283,150096343.725008,1.877019,13309,129,-11228,-2081,-8065,-5227,8,8,112
1315.6145,0.112417,-0.019868,0.02486,0,-14.256832,40.921123,-1.603668,2.943435,0.038472,-0.002672,-0.559185,2.243933,1809.2604,806.2898,11.703,29,27,0.444122,1149.633304,808.366609,169762269.986766,2.243933,11703,127,-8425,-3278,-5581,-5889,0,16,112
1568.4106,0.141158,-0.049545,0.059407,-0.162691,-6.632211,0,0.687329,-0.383435,0.036135,-0.004985,-0.663968,1.8974,1878.84716,990.222,11.111,33,31,0.499857,1252.869132,597.416022,174478087.606528,1.8974,11111,134,-10343,-768,-5824,-5271,0,8,112
1589.77884,0.095505,0.004274,0.28349,0,-1.380066,-76.627887,-0.131859,0.120394,0,0.001966,-0.082606,4.873961,1654.00551,339.35553,16.646,49,44,0.582915,883.305518,664.764849,288977241.464159,4.873961,16646,167,-10005,-6641,-8417,-8213,8,8,113
1517.36561,0.101591,0.004157,-0.027239,-0.213233,-0.359562,-152.99349,-0.036548,-0.075533,0.061349,0.00123,0.046902,4.371892,1559.46862,356.70338,14.936,46,44,0.576258,859.436098,700.959507,218942713.205593,4.371892,14936,169,-9432,-5504,-7427,-7492,7,7,113
1533.15422,0.101359,0.002751,0.094341,-0.30859,-0.336361,-144.071912,-0.034111,0.107205,0.065033,0.001009,0.034008,5.449605,1579.54547,289.84589,15.126,48,45,0.559836,854.904599,708.536976,229532777.463642,5.449605,15126,167,-9205,-5921,-7604,-7505,7,7,113
1564.14667,0.041892,-0.001493,0.25532,-0.106682,-0.534352,0,0.05316,-0.044301,0.040703,-0.001304,-0.289499,6.714633,1584.32104,235.9505,37.338,160,103,0.502962,972.189946,618.107094,1317619309.53887,6.714633,37338,261,-27450,-9888,-16354,-20968,0,17,114
1612.09734,0.048918,-0.00236,0,-0.004202,-0.357518,0,-0.017493,0.02749,0.034808,0,0.004613,2.248113,1629.93265,725.0227,32.955,137,92,0.629329,931.711175,609.555133,1265121667.6488,2.248113,32955,230,-22806,-10149,-17952,-14986,8,0,114
1557.32444,0.052335,-0.002342,0,0,-2.854794,64.393922,-0.14944,-0.14294,0,0,-0.095003,2.259042,1588.38149,703.1217,29.757,100,60,0.658381,963.394279,642.17079,1072623099.50716,2.259042,29757,215,-22045,-7712,-14974,-14767,7,7,114
1967.04913,0.135883,0.007897,0.059194,0.089227,0.179223,-46.635662,0.024365,0.09015,0.015673,0.002039,-0.358907,5.24783,1967.04913,374.83094,14.476,26,14,0.726397,1198.860333,569.503873,304556084.887093,5.24783,14476,114,-11773,-2703,-6539,-7920,7,7,115
1869.8808,0.141112,0.003854,-0.000988,0,0.41836,-146.941575,0.059067,0.20378,0.026102,0.001208,-0.184006,4.739661,1869.8808,394.51786,13.251,26,22,0.721492,1197.842238,644.530935,264292509.057301,4.739661,13251,116,-11386,-1865,-7501,-5217,8,8,115
1971.92218,0.147909,0.000782,-0.002189,0,0.785758,-1143.275407,0.274109,0.621309,0,0.000281,-0.372376,5.77925,1971.92218,341.2073,13.332,33,18,0.735153,1437.763528,766.499362,306095951.604709,5.77925,13332,124,-11933,-1399,-6353,-6963,7,7,115
1707.31646,0.077931,-0.001771,-0.029412,0.146404,-1.932131,271.728133,-0.150621,-0.017718,0.0711,-0.000433,0.116979,6.945056,1821.44293,262.2647,21.908,74,40,0.643279,908.34217,709.841224,594307620.700796,6.945056,21908,195,-13256,-8652,-10623,-11268,17,17,116
1610.830345,0.0949,-0.003072,0.158015,0.200582,-0.972531,134.381435,-0.092331,0.159011,0.08517,-0.001237,0.268608,10.915304,1719.109136,157.4953,16.974,47,35,0.659464,876.642271,738.279798,366647324.763536,10.915304,16974,153,-9424,-7550,-7557,-9400,17,17,116
1757.313766,0.096455,-0.002867,0.042365,0.007978,-0.101001,0,-0.009746,0.263143,0.063196,-0.001978,0.161961,9.157581,1835.867024,200.4751,18.219,46,31,0.659093,1013.571801,740.559628,430926109.81246,9.157581,18219,162,-11232,-6987,-7966,-10219,0,8,116
716.479,0.049835,-0.014633,0,0,-6.664742,0,0.255753,-0.30451,0,0,-0.031484,3.920192,1419.82155,362.18166,14.377,57,39,0.630299,1044.850561,556.775099,180424367.29771,3.920192,14377,143,-12273,-2104,-8391,-5970,0,8,117
765.1842,0.067733,-0.013013,-0.003406,0.127093,-27.372226,0,-1.991051,23.142857,0.056565,-0.000563,0.018263,4.080591,1390.56915,340.77644,11.297,57,40,0.610946,1071.220991,630.544055,130303183.375626,4.080591,11297,149,-8521,-2776,-5529,-5751,0,7,117
774.89503,0.064478,-0.0125,0.001811,0.001423,-7.877196,0,-0.606874,0.238464,0.000942,-0.000172,0.98971,2.339843,1359.18678,580.888,12.018,53,58,0.556928,1000.20379,624.285037,145446832.034266,2.339843,12018,161,-9134,-2884,-6231,-5770,29,0,117
770.0742,0.03347,-0.033072,-0.142245,0.166669,-9.415736,0,-0.325611,-0.552787,0.011451,-0.017465,-0.471011,1.874996,1525.94214,813.8375,23.008,40,34,0.569524,1137.018174,510.199779,175294713.84249,1.874996,23008,120,-23008,0,-9668,-13323,7,7,118
1723.20253,0.162582,-0.001811,0.129817,-0.13983,-0.058215,184.939645,0.04678,0.10136,0.037941,-0.000933,-0.566493,10.603909,1726.906,162.8556,10.599,26,24,0.619862,1418.408537,502.90181,149561250.073973,10.603909,10599,112,-10599,0,-4870,-5712,7,7,118
1609.0761,0.170273,-0.001104,0.16891,-0.076217,-0.155329,578.482233,0.406899,-0.536029,0.042647,-0.000638,-0.556458,9.517276,1617.6526,169.97013,9.45,30,28,0.625602,1459.249412,524.969779,113302771.320285,9.517276,9450,109,-9450,0,-4459,-4974,7,7,118
770.0742,0.03347,0.03347,-0.142245,0.166669,-0.325611,-0.552787,0.011451,-0.017465,-0.471011,1.874996,1525.94214,813.8375,23.008,40,34,0.569524,1137.018174,510.199779,175294713.84249,1.874996,23008,120,-23008,0,-9668,-13323,7,7,7312,0,119
1723.20253,0.162582,0.162582,0.129817,-0.13983,0.04678,0.10136,0.037941,-0.000933,-0.566493,10.603909,1726.906,162.8556,10.599,26,24,0.619862,1418.408537,502.90181,149561250.073973,10.603909,10599,112,-10599,0,-4870,-5712,7,7,17,0,119
1609.0761,0.170273,0.170273,0.16891,-0.076217,0.406899,-0.536029,0.042647,-0.000638,-0.556458,9.517276,1617.6526,169.97013,9.45,30,28,0.625602,1459.249412,524.969779,113302771.320285,9.517276,9450,109,-9450,0,-4459,-4974,7,7,17,0,119
